ref	title	price_supplier	price	author	category	hero	editor	supplier	ref_editor	ref_supplier	synopsis
BD000371	ROULEZ JEUNESSE	17.6	18.29	BARU			ALBIN MICHEL	HACHETTE	6023394	9782226053251	
BD000372	LA PEAU DU LEOPARD - VERSION LUXE	91.47	91.47	BENOIT			ALBIN MICHEL	HACHETTE	6005532	9782226115423	
BD000373	LES CARNETS SECRETS DE MARCO POLO	17.6	18.29	ALCATENA		MARCO POLO	ALBIN MICHEL	HACHETTE	6062681	9782226114839	
BD000374	A GAUCHE TOUTE	8.54	8.99	CABU			ALBIN MICHEL	HACHETTE	6055248	9782226111333	vous entraîne dans de nombreux rebondissements à rythme soutenu.
BD000375	DEMAIN L'AN 3000	12.89	13.57	COLLECTIF			ALBIN MICHEL	HACHETTE	6054332	9782226109958	
BD000376	COFFRET RANXEROX T1 A T3	42.72	44.97	TAMBURINI / LIBERATORE / CHABAT		RANXEROX	ALBIN MICHEL	HACHETTE	9741398	9782226116994	
BD000377	UN HOMME DANS LA FOULE	17.6	18.29	FROMENTAL / FLOC'H			ALBIN MICHEL	HACHETTE	6014427	9782226023018	
BD000378	GAZOLINE ET PLANETE ROUGE	7.53	7.93	JANO			ALBIN MICHEL	HACHETTE	6051171	9782226037258	
BD000379	LE VOYAGE DE CABOTO	14.19	14.94	MATTOTI			ALBIN MICHEL	HACHETTE	6051650	9782226065650	
BD000380	ON AURA TOUT VU	11.44	12.04	PETILLON			ALBIN MICHEL	HACHETTE	6054902	9782226111067	
BD000381	CA VA FAIRE M@L.COM	11.44	12.04	PETILLON			ALBIN MICHEL	HACHETTE	6062772	9782226116437	
BD000382	CARMEN	5.65	5.95	PICHARD		CARMEN	ALBIN MICHEL	HACHETTE	6002125	9782226012678	
BD000383	LES EXPLOITS D'UN DON JUAN	11.44	12.04	PICHARD		DON JUAN	ALBIN MICHEL	HACHETTE	6023329	9782226053237	
BD000384	LA VIE AU GRAND AIR COFFRET T1 A T3	29.98	31.56	REISER		LA VIE AU GRAND AIR	ALBIN MICHEL	HACHETTE	9741521	9782226120151	
BD000385	LA GRANDE ARNAQUE COFFRET 2 VOLUMES	27.08	28.51	TRILLO / MANDRAFINA		LA GRANDE ARNAQUE	ALBIN MICHEL	HACHETTE	9741695	9782226120311	
BD000386	LA RESURRECTION - T1	14.19	14.94	RISSO / TRILLO		JE SUIS UN VAMPIRE	ALBIN MICHEL	HACHETTE	6056501	9782226114662	
BD000387	HISTOIRE D'UN RETOUR MAKING OF BLAKE ET MORTIMER	23.17	24.39	CAMBIER / VERHOEST		BLAKE ET MORTIMER	DARGAUD	MDS	20015	9782205042627	
BD000388	L'ART ÉROTIQUE D'ALEX VARENNE	28.97	30.49	VARENNE			ALBIN MICHEL	HACHETTE	6024491	9782226055651	
BD000389	LA CORRECTION OU LA CONFUSION DES SENS	18.83	19.82	VARENNE			ALBIN MICHEL	HACHETTE	6038822	9782226092093	
BD000390	LES SALES BLAGUES DE L'ECHO - T8	8.54	8.99	VUILLEMIN		LES SALES BLAGUES DE L'ECHO	ALBIN MICHEL	HACHETTE	6062202	9782226114778	
BD000391	ELLES SONT TOUTES FOLLES DE MOI	12.89	13.57	WOLINSKI			ALBIN MICHEL	HACHETTE	6062699	9782226115157	
BD000392	TROP BREIZH	14.34	15.09	TRAMBER			AU BORD DES CONTINENTS	HACHETTE	5345137	9782911684180	
BD000393	LIENS DE FEMMES	23.17	24.39	FROLLO			BAGHEERA	HACHETTE	4160453	9782908406702	
BD000394	COMPTE A REBOURS	11.88	12.5	UTATANE	MANGA X	COMPTE A REBOURS	BÉDÉROGÈNE	HACHETTE	5071055	9782747400053	Préparez-vous à vous éclater . Ces dix histoires du dessinateur UTATANE, particulièrement apprécié pour la clarté et la précision de son style, brisent tous les tabous et vous offrent le meilleur de l'érotique hardcore. Pas de censure dans cette édition que l'artiste lui-même a spécialement revue afin d'y rétablir les passages interdits au Japon.
BD000395	HOT TAILS - T1	11.88	12.5	YUI	MANGA X	HOT TAILS	BÉDÉROGÈNE	HACHETTE	5071048	9782747400084	En direct de la planche à dessin de YUI, découvrez une véritable cascade de contes lubriques. Une débauche de relations illicites, de sadomasochisme, de transexualité, de domination et bien plus encore.
BD000396	SEX ADDICT STORY	12.04	12.04	FRETET			GEISHA	HACHETTE	5353057	9782914094054	
BD000397	LA MONTAGNE FENDUE	9.99	10.52	LECUREUX		RAHAN	LECUREUX	HACHETTE	5342019	9782913567054	
BD000398	DICK SWEENIE - T1	9.99	10.52	BLAIR		DICK SWEENIE	PAQUET	HACHETTE	5349303	9782940199341	Satire corrosive des films et séries B sur l'invasion de la Terre par les extraterrestres. Des complots, des mystères, des hommes en noir, de nombreux clans qui s'affrontent dans un décor burlesque d'Amérique profonde. Le premier tome des Aventures de Dick Sweenie place d'ores et déjà la saga parmi les ouvrages de BD d'humour caustique.
BD000399	LA DENT DE L'ALLIGATOR - T2	9.99	10.52	GILLON		LES LEVIATHANS	ALBIN MICHEL	HACHETTE	6055297	9782226113733	
BD000400	TERRA INCOGNITA - T1	11.88	12.5	ELLIS / CASSADAY	FANTASTIQUE	PLANETARY	SOLEIL PRODUCTIONS	HACHETTE	5303482	9782845650640	
BD000401	LA SIRENE DE L'ESPACE - T3	8.4	8.84	COLLECTIF	ÉROTIQUE	SALUT LES COQUINES	ARBORIS	HAVAS	204361	9789034410610	
BD000402	DUR DUR LES FAIBLES FEMMES - T4	8.4	8.84	NUNES	ÉROTIQUE	SALUT LES COQUINES	ARBORIS	HAVAS	208048	9789034410641	
BD000403	INNUAT	14.34	15.09	COLLECTIF		INNUAT	PAQUET	HACHETTE	5349360	9782940199396	
BD000404	CA ALORS - T6	8.4	8.84	NUNES	ÉROTIQUE	SALUT LES COQUINES	ARBORIS	HAVAS	240805	9789034410696	
BD000405	LE GRIMOIRE MAUDIT - T3	8.69	9.15	ALESSANDRINI / MOLITERNI	AVENTURE	INDIANA JONES	BAGHEERA	HACHETTE	4160172	9782908406467	
BD000406	ENIGME AU CAIRE	8.69	9.15	BECH	AVENTURE	AIDA NOUR	BAGHEERA	HACHETTE	181281	9782908406290	
BD000407	CUBA 42	8.69	9.15	BRANDOLI / DE ANGELIS	AVENTURE		BAGHEERA	HACHETTE	4160214	9782908406276	
BD000408	LEVE TON CUL - T1	8.69	9.15	CHRIS	HUMOUR	MARIE ROSE AND CO	BAGHEERA	HACHETTE	4160271	9782908406108	
BD000409	ET DIRE QUE DIEU CREA LA FEMME - T2	8.69	9.15	CHRIS	HUMOUR	MARIE ROSE AND CO	BAGHEERA	HACHETTE	4160289	9782908406122	Grand Prix de l' Humour Noir BD en 1991 décerné par le C.E.S.A.R
BD000410	BD FAIT SA CUISINE	12.89	13.57	COLLECTIF	HUMOUR		BAGHEERA	HACHETTE	4160297	9782908406542	
BD000411	LES KIDS	8.69	9.15	DIRKS	HUMOUR		BAGHEERA	HACHETTE	4160263	9782908407075	
BD000412	L'INDIENNE BLANCHE	8.69	9.15	SERPIERI	ÉROTIQUE	L'INDIENNE BLANCHE	BAGHEERA	HACHETTE	4160149	9782908406337	
BD000413	CROQUIS	16.66	17.53	SERPIERI	ÉROTIQUE		BAGHEERA	HACHETTE	4160107	9782908406368	Depuis une dizaine d'années, SERPIERI sillonne le monde. Toujours à la recherche de moments insolites, sa curiosité l'a guidé dans les endroits les plus secrets des villes les plus chaudes : San Diego sur le plateau d'un film hard, Mexico dans l'une de ces maisons de rendez-vous style années 30, Bangkok avec ses jolies Thaïlandaises aux cuissardes provocatrices, Paris dans l'un des théatres de la rue Fontaine, Rome sur le plateau de la Nave au moment ou Federico Fellini le réalisait, Cheyenne à la rencontre d'une belle Indienne aux goûts très spéciaux, etc... SERPIERI, toujours le carnet de croquis à la main, nous raconte ses pérégrinations dans une trentaine de villes et nous dévoile ces femmes dont il a gardé un souvenir impérissable.
BD000414	MORBUS GRAVIS - T1	12.89	13.57	SERPIERI	ÉROTIQUE	DRUUNA	BAGHEERA	HACHETTE	4160396	9782908406146	C'est le premier tome de la série Druuna.<br>On y retrouve Druuna dans un monde rongé par un mal étrange. Elle vendra son corps pour ce sérum qui doit redonner un peu d'humanité à son compagnon et elle découvrira une partie du mystère qui règne sur ce monde inquiétant.
BD000415	DRUUNA - T2	12.89	13.57	SERPIERI	ÉROTIQUE	DRUUNA	BAGHEERA	HACHETTE	4160404	9782908406153	Ecoute moi attentivement, Druuna : tu dois chercher à rejoindre, au plus vite, le coeur de la cité, tu y trouveras une tour... La Tour du Pouvoir. Nous l'appelons ainsi car nous y rassemblons à l'intérieur, toutes les connaissances et témoignages de vérité...
BD000416	CREATURA - T3	12.89	13.57	SERPIERI	ÉROTIQUE	DRUUNA	BAGHEERA	HACHETTE	4160412	9782908406009	
BD000417	CARNIVORA - T4	12.89	13.57	SERPIERI	ÉROTIQUE	DRUUNA	BAGHEERA	HACHETTE	4160420	9782908406214	Les références aux classiques de la science-fiction sont de plus en plus nombreux dans la série Druuna avec Alien, 2001 l'Odyssée de l'espace, et cette fois Blade Runner. En effet, le vaisseau arrive aux confins de l'univers à la limite entre deux dimensions. D'un coté le bien et de l'autre le mal. C'est sur cette brèche que Druuna devra faire face aux réplicants, ces êtres maléfiques qui, petit à petit prennent possession du vaisseau, sont le reflet obscur de l'équipage du navire. Toujours aussi prenant et surprenant, SERPIERI a une imagination sans limite.
BD000418	MANDRAGORA - T5	12.89	13.57	SERPIERI	ÉROTIQUE	DRUUNA	BAGHEERA	HACHETTE	4160438	9782908406320	L'ordinateur CP1 réagit bizarrement, un esprit d'énergie pure semble s'être introduit dans sa mémoire, de plus le mal s'est introduit dans le vaisseau. Doc et son équipe vont alors chercher un moyen d'enrayer ce mal avant qu'il ne se répende dans le vaisseau. Pour cela Druuna devra entrer dans l'esprit du CP1 et retrouver le monde irréel dans lequel elle a vécu si longtemps. Sa tâche sera de découvrir la composition du sérum pour la rapporter à l'équipe du DOC. Une suite à ne pas rater.
BD000419	APHRODISIA - T6	12.89	13.57	SERPIERI	ÉROTIQUE	DRUUNA	BAGHEERA	HACHETTE	4160446	9782908406504	Sixième épisode de la série et Druuna rencontre son clône possédé par l'esprit de Lewis. Dans cette histoire Druuna ne sait plus si elle est réelle ou si elle n'est que le rêve de la vraie Druuna...
BD000420	OBSESSION	23.17	24.39	SERPIERI	ÉROTIQUE	DRUUNA	BAGHEERA	HACHETTE	4160065	9782908406061	Obsession est certainement le plus bel album de SERPIERI dédié à Druuna. On y retrouve croquis et dessins aux crayons aquarellables...
BD000421	DRUUNA X - T1	23.17	24.39	SERPIERI	ÉROTIQUE	DRUUNA X	BAGHEERA	HACHETTE	4160073	9782908406306	Tout ce que vous avez toujours voulu savoir sur Druuna sans avoir jamais osé le demander. SERPIERI nous retrace la naissance de Druuna, cette femme sauvage au physique généreux qui va s'imposer comme l'héroïne de sa plus célébre série.
BD000422	DRUUNA X - T2	23.17	24.39	SERPIERI	ÉROTIQUE	DRUUNA X	BAGHEERA	HACHETTE	4160081	9782908406535	Tout ce que vous avez toujours voulu savoir sur Druuna sans avoir jamais osé le demander. SERPIERI nous retrace la naissance de Druuna, cette femme sauvage au physique généreux qui va s'imposer comme l'héroïne de sa plus célébre série.
BD000423	LES SCENARISTES	10.43	10.98	GAUMER / RODOLPHE			BAGHEERA	HACHETTE	4160305	9782908406221	
BD000424	SERIES SERIALS OR NOT SERIALS	8.69	9.15	GAUMER / RODOLPHE			BAGHEERA	HACHETTE	181295	9782908406313	
BD000425	LE SERMENT DU SAMOURAI - T1	12.89	13.57	GIGI	AVENTURE	UGAKI	BAGHEERA	HACHETTE	4160248	9782908406030	
BD000426	L'ESCRIMEUR FOU - T2	12.89	13.57	GIGI	AVENTURE	UGAKI	BAGHEERA	HACHETTE	4160255	9782908406047	
BD000427	REGARD DE L'APOCALYPSE	12.89	13.57	GIMENEZ / DALPRA	FANTASTIQUE		BAGHEERA	HACHETTE	4160198	9782908406054	
BD000428	OSIRIS	8.69	9.15	MARTIN / PLEYERS	AVENTURE	KEOS	BAGHEERA	HACHETTE	181373	9782908406115	
BD000429	LES LARMES DE JUDAS - T1	8.69	9.15	ROTUNDO / FERRANDINO	AVENTURE	SERRA TORBARA	BAGHEERA	HACHETTE	4160222	9782908406177	
BD000430	SIDA CONNECTION - T2	12.89	13.57	SICOMORO / MOLITERNI	AVENTURE		BAGHEERA	HACHETTE	4160206	9782908406191	
BD000431	COFFRET TALES FROM THE CRYPT T5 A T8	34.18	35.98	COLLECTIF		TALES FROM THE CRYPT	ALBIN MICHEL	HACHETTE	9741794	9782226121028	
BD000432	AFFAIRE BAXTERS	11.3	11.89	MAILLE			BOOK MAKER	HACHETTE	229801	9782912425010	
BD000433	MERS - T1	9.27	9.76	BRETÉCHER	HUMOUR		BRETÉCHER	MDS	65536	9782901076162	
BD000434	BOLOT OCCIDENTAL - T2	9.27	9.76	BRETÉCHER	HUMOUR		BRETÉCHER	MDS	65535	9782901076155	
BD000435	DOCTEUR VENTOUSE BOBOLOGUE - INTEGRALE - T4	14.19	14.94	BRETÉCHER	HUMOUR	DOCTEUR VENTOUSE	BRETÉCHER	MDS	226794	9782901076261	
BD000436	MOULE DEMOULE - T5	9.27	9.76	BRETÉCHER	HUMOUR		BRETÉCHER	MDS	201654	9782901076230	
BD000437	LE DESTIN DE MONIQUE	9.27	9.76	BRETÉCHER	HUMOUR		BRETÉCHER	MDS	239175	9782901076285	
BD000438	AGRIPPINE - T1	9.27	9.76	BRETÉCHER	HUMOUR	AGRIPPINE	BRETÉCHER	MDS	46432	9782901076124	
BD000439	AGRIPPINE PREND VAPEUR - T2	9.27	9.76	BRETÉCHER	HUMOUR	AGRIPPINE	BRETÉCHER	MDS	80955	9782901076179	
BD000440	COMBATS D'AGRIPPINE - T3	9.27	9.76	BRETÉCHER	HUMOUR	AGRIPPINE	BRETÉCHER	MDS	98793	9782901076186	
BD000441	AGRIPPINE ET LES INCLUS - T4	9.27	9.76	BRETÉCHER	HUMOUR	AGRIPPINE	BRETÉCHER	MDS	189068	9782901076209	
BD000442	AGRIPPINE ET L'ANCETRE - T5	9.27	9.76	BRETÉCHER	HUMOUR	AGRIPPINE	BRETÉCHER	MDS	248268	9782901076278	
BD000443	LES FRUSTRES - T2	9.27	9.76	BRETÉCHER	HUMOUR	LES FRUSTRES	BRETÉCHER	MDS	38000	9782901076032	
BD000444	LES FRUSTRES - INTEGRALE	23.17	24.39	BRETÉCHER	HUMOUR	LES FRUSTRES	BRETÉCHER	MDS	202653	9782901076247	
BD000445	TINTIN AU CONGO	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203001015	Album cartonné en français
BD000446	LE MANUSCRIT DE JUDAS	8.11	8.54	STIBANE / VAN LINTHOUT		LES ENQUETES SCAPOLA	CASTERMAN	UNION DISTRIBUTION	CF2601	9782203356337	ALBUM CARTONNE
BD000447	LA CHANCE TOURNE	8.11	8.54	DUGOMIER / SAIVE		LES JEUX SONT FAITS	CASTERMAN	UNION DISTRIBUTION	CF2606	9782203356382	ALBUM BROCHE
BD000448	VOUS PRENDREZ BIEN QUELQUE CHOSE DOCTEUR	8.11	8.54	SWYSEN		ALBERT LOMBAIRE	CASTERMAN	UNION DISTRIBUTION	CF2607	9782203356399	ALBUM BROCHE
BD000449	TINTIN AU CONGO (1931) - FAC SIMILE EN FRANCAIS - Rupture Editeur			HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION	CF0053	9782203011120	116 PAGES NOIR ET BLANC
BD000450	LE GRAND PASSAGE - T1	11.44	12.04	SERA / SAIMBERT		LES PROCESSIONNAIRES	ALBIN MICHEL	HACHETTE	6062657	9782226114808	Coupables ou innocents bientôt viendra le jugement pour les processionnaires...
BD000451	TINTIN AUX PAYS DES SOVIETS (1930) - FAC SIMILE EN FRANCAIS	15.79	16.62	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203011014	148 PAGES NOIR ET BLANC
BD000452	TINTIN AU PAYS DES SOVIETS	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203001008	Cette aventure est celle de la naissance de Tintin et elle est, rien qu'en cela, inestimable. L'album sort en 1930 et sera tiré à 10 000 exemplaires, preuve du succès immédiat de la série. Mais il ne sera ni réimprimé ni adapté pour la couleur comme le furent les huit autres albums parus ensuite en noir et blanc. Devenu mythique après la guerre et introuvable, il ne fut plus disponible - hors divers tirages limités aux amateurs - avant sa réédition en 1981, en version Fac Similé. Le tirage anniversaire de janvier 99, sous même présentation et prix que les 22 albums en couleurs, est destiné à rendre accessible à tous les amoureux de Tintin ce numéro zéro, dans toute son authenticité et ses hésitations de l'époque.<br>Album couverture cartonnée.
BD000453	FAMILIALE POURSUITE	8.11	8.54	ROBBERECHT / RENIER		LA SMALA	CASTERMAN	UNION DISTRIBUTION	CF1647	9782203356276	
BD000454	PRISE DE TETE	8.11	8.54	ROBBERECHT / RENIER		LA SMALA	CASTERMAN	UNION DISTRIBUTION	CF2605	9782203356375	
BD000455	TINTIN EN AMERIQUE	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203001022	Album cartonné en français
BD000456	PAGAILLE CHEZ LES SAMOURAIS	8.11	8.54	ROBBERECHT / RENIER		DEEP MAURICE ET GOLOGAN	CASTERMAN	UNION DISTRIBUTION	CF2602	9782203356344	
BD000457	QUELQUE PART ENTRE LES OMBRES - T1	11.88	12.5	CANALES / GUARDINO	THRILLER	BLACKSAD	DARGAUD	MDS	14100	9782203049657	Attention chef-d'oeuvre ! L'histoire d'un privé qui veut venger son ex-fiancée assassinée, rappelle celle des grands maîtres du polar le plus noir. Cette tragédie classique est transfigurée par un dessin sublime, d'une maestria époustouflante, qui fait de ce polar l'une des plus grandes surprises de l'année.
BD000458	DINOSAURE	7.53	7.93	DISNEY		DINOSAURE	DARGAUD	MDS	42060	9782908803563	Une famille de makis (singes lémuriens) sauve un oeuf de dinosaure sur le point d'éclore et le prénomme Aladar. Des années plus tard, un météore s'écrase sur terre détruisant leur île. Aladar et les siens se réfugient chez une tribu de dinosaures.
BD000459	LES SORCIERES	9.41	9.91	MONTEIL / LARME	HUMOUR	LES SORCIERES	BAGHEERA	HACHETTE	4160370	9782908406658	
BD000460	LA MESSAGERE DE L'ENFER - T2	12.31	12.96	SCHIMPP / LALIA		BELZAREK	ALBIN MICHEL	HACHETTE	6055255		
BD000461	LE MANUSCRIT OUBLIE - T2	14.19	14.94	LALIA		LOVECRAFT	SEFAM	HACHETTE	6063960	9782226116277	Tremblez mortels, LOVECRAFT est de retour avec cette nouvelle adaptation par Horacio LALIA des meilleurs textes de terreur du maître américain. L'empreinte du mal étreint cet album et tous les thèmes chers à LOVECRAFT sont présents : la terreur rampante, l'indicible peur, les grands anciens, Arkham, Nyarlathotep, le manuscrit maudit relié de peau humaine. Un album à lire la nuit, bien sûr, pour frissonner de peur et de bonheur.
BD000462	TINTIN EN AMERIQUE (1931)	15.79	16.62	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203011137	FAC SIMILE 128 PAGES NOIR ET BLANC
BD000463	LES CIGARES DU PHARAON	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION	CF0004	9782203001039	Album cartonné en français
BD000464	PAUVRES MAIS FIERS	11.44	12.04	TRONCHET		FAMILLE POISSART	ALBIN MICHEL	HACHETTE	6062715	9782226114853	
BD000465	LA VERITE SUR LE DEMENAGEMENT	8.54	8.99	MONSIEUR B	HUMOUR	GUIDES EN BD	SEFAM	HACHETTE	6063937	9782226120304	
BD000466	LA VERITE SUR LE REGIME	8.54	8.99	MEUNIER	HUMOUR	GUIDES EN BD	SEFAM	HACHETTE	6056550	9782226114761	
BD000467	LA VERITE SUR LE PERMIS DE CONDUIRE	8.54	8.99	MONSIEUR B	HUMOUR	GUIDES EN BD	ALBIN MICHEL	HACHETTE	6063655	9782226117199	
BD000468	LA VERITE SUR LE MARIAGE	8.54	8.99	MEUNIER	HUMOUR	GUIDES EN BD	SEFAM	HACHETTE	6054381	9782226107415	
BD000469	LES CIGARES DU PHARAON (1934) - FAC SIMILE N&B	15.79	16.62	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203011045	FAC SIMILE 132 PAGES NOIR ET BLANC
BD000470	LA VERITE SUR LE BEBE	8.54	8.99	RODRIGUE / BOUZIG	HUMOUR	GUIDES EN BD	SEFAM	HACHETTE	6054399	9782226109422	
BD000471	LE LOTUS BLEU	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION	CF0005	9782203001046	Album cartonné en français
BD000472	DEOGRATIAS	11.44	12.04	STASSEN		DEOGRATIAS	DUPUIS	HACHETTE	6811533	9782800129723	Dépenaillé, les yeux brûlants de fièvre, Déogratias erre dans les rues de Butare, au Rwanda. Déogratias, pauvre fou, a besoin d'urwagwa, toujours plus d'urwagwa, la bière de banane. Pour oublier qu'il n'est plus qu'un chien terrorisé par la nuit. Pour oublier les cauchemars qui le hantent. Pour oublier que lui, le Hutu, a lâchement assassiné les femmes Tutsi qu'il aimait. Mais peut-on effacer de son esprit et de son corps la trace poisseuse du sang et le goût salé des larmes ? En choisissant de situer son nouvel album au Rwanda, avant et juste après le génocide, Jean-Philippe STASSEN place la barre très haut : comment exprimer l'indicible et peindre l'inqualifiable ? Avec Déogratias, il démontre magistralement qu'il n'est pas seulement un raconteur d'histoires mais aussi un rapporteur de l'Histoire, celle qu'on ne choisit pas mais qui s'impose par ses drames. Plus qu'un album émouvant, Déogratias est une oeuvre exceptionnelle empreinte d'une profonde humanité.
BD000473	VIOLETTE - T2	8.54	8.99	SERVAIS / DEWAMME		TENDRE VIOLETTE	CASTERMAN	UNION DISTRIBUTION			
BD000474	TENDRE VIOLETTE COFFRET T1 ET T2	17.09	17.99	SERVAIS / DEWAMME		TENDRE VIOLETTE	CASTERMAN	UNION DISTRIBUTION			
BD000475	VOYAGES EN UTOPIE	21	22.11	SCHUITEN / PEETERS		LES CITES OBSCURES	CASTERMAN	UNION DISTRIBUTION	CF2689		
BD000476	LE PENALTY - T1	8.11	8.54	BARU		LES ANNEES SPOUTNIK	CASTERMAN	UNION DISTRIBUTION			
BD000477	C'EST MOI LE CHEF - T2	8.11	8.54	BARU		LES ANNEES SPOUTNIK	CASTERMAN	UNION DISTRIBUTION			
BD000478	LE LOTUS BLEU (1936) - FAC SIMILE N&B	15.79	16.62	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203011052	FAC SIMILE 140 PAGES NOIR ET BLANC
BD000479	L'OREILLE CASSEE	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203001053	Album cartonné en français
BD000480	ISTANBUL	13.76	14.48	FERRANDEZ		CARNETS D'ORIENT	CASTERMAN	UNION DISTRIBUTION	CF2703		
BD000481	LE VAMPIRE DES MARAIS - T1	8.11	8.54	MAURICET / VANHOLME		MORT DE TROUILLE	CASTERMAN	UNION DISTRIBUTION			
BD000482	PALEUR MORTELLE - T1	8.11	8.54	FAHRER / TRILLO		MON NOM N'EST PAS WILSON	CASTERMAN	UNION DISTRIBUTION			
BD000483	LES ENFANTS HIBOUX	8.11	8.54	DETHUIN / CORCAL		LE BOIS DES MYSTERES	CASTERMAN	UNION DISTRIBUTION			
BD000484	BARAKA LA CATA	8.11	8.54	DE BRAB / ZIDROU		CHOCO	CASTERMAN	UNION DISTRIBUTION			
BD000485	L'OREILLE CASSEE (1937) - FAC SIMILE N&B	15.79	16.62	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203011069	FAC SIMILE 140 PAGES NOIR ET BLANC
BD000486	L'ILE NOIRE	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION	CF0007	9782203001060	Album cartonné en français
BD000487	GLOIRE A SATAN	7.82	8.23	TAYMANS / WESEL / DELPERDANGE		MAC NAMARA	CASTERMAN	UNION DISTRIBUTION			
BD000488	LES PERES NOEL	9.41	9.91	LARME / MONTEIL	HUMOUR	LES PERES NOEL	BAGHEERA	HACHETTE	4160388	9782908406672	
BD000489	CACA RENTE	11.44	12.04	VEYRON		CACA RENTE	ALBIN MICHEL	HACHETTE	6062673	9782226114822	
BD000490	REVOLUTION	11.44	12.04	MANARA	ÉROTIQUE	REVOLUTION	ALBIN MICHEL	HACHETTE	6062764	9782226114907	Un groupe de révolutionnaires fanatiques soutient la théorie selon laquelle notre société actuelle reproduit la société française à la veille de la Révolution de 1789. La télévision a créé une caste de gens riches et célèbres qui vivent une existence à part, un nouvel Olympe où n'a d'importance que ce qui passe à la télé. Ces nouveaux Jacobins séquestrent et jugent publiquement les nouveaux nobles, allant jusqu'à les condamner à mort et les guillotiner. Ces procès enflamment les masses populaires, toujours prêtes à massacrer ceux qu'elles avaient encensés peu de temps avant. Bientôt une guillotine est installée sur chaque place, et la chasse aux VIP se déchaîne.
BD000491	HOTEL PARTICULIER - T1	14.34	15.09	BEC / BETBEDER		HOTEL PARTICULIER	SOLEIL PRODUCTIONS	HACHETTE	5304076	9782845651050	
BD000492	MORITURI TE SALUTANT - T1	11.88	12.5	MANGIN / GAJIC		LE FLEAU DES DIEUX	SOLEIL PRODUCTIONS	HACHETTE		2845650981	Depuis 1000 ans, l'Orbis, l'Empire Romain Galactique est en paix. Soudain une terrible nouvelle éclate : les Huns ont pillé Aquincum, une planète provinciale. L'empereur réunit aussitôt ses légions mais le destin est contre lui. Il meurt avant même le début de la guerre. L'Orbis doit céder et accepte de livrer 12 jeunes patriciens pour qu'ils soient sacrifiés à Kerka, la déesse du chaos adorée par les Huns.
BD000493	L'ILE NOIRE (1938) - FAC SIMILE 132 PAGES N&B	15.79	16.62	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203011076	FAC SIMILE 132 PAGES NOIR ET BLANC
BD000494	L'ILE NOIRE - FAC SIMILE VERSION 1943	15.79	16.62	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203011373	FAC SIMILE COULEURS 64 PAGES
BD000495	LE SCEPTRE D'OTTOKAR	8.4	8.84	HERGE	AVENTURE	TINTIN	CASTERMAN	UNION DISTRIBUTION		9782203001077	ALBUM CARTONNE
BD000496	CINERIA CRUENTUS - T1	11.88	12.5	GAETA		DOCTEUR GRAHMS	SOLEIL PRODUCTIONS	HACHETTE			Il ne faut pas ouvrir certaines portes...L'assassin est parmi nous !
BD000497	LA SOLIMERE - T1	11.88	12.5	MICHEL / ISTIN		AQUILON	SOLEIL PRODUCTIONS	HACHETTE			Sachez qu'entre le venue de Fedath le méphitique et les discordes magiques des trompes de Sedanios, il y eut une ère connue des chroniqueurs Arcadiens sous le nom de guerre Decarienne. Un âge obscur et mystérieux empli d'un souffle épique dont les instants les plus insipides paraîtraient aujourd'hui les plus héroïques ! Un temps reculé que ne soupçonne même pas l'alchimiste le plus fou ! Une époque où les sorcières se réfugièrent au sein des abîmes de Tyres. Sachez que leur maîtresse, Cyrka l'usurpatrice, étendait alors son ombre maléfique sur le monde que l'on nommait Syr'Naé. Sachez enfin qu'il est un roi, unique, dont les étoiles prédirent aux Vennkiz, l'avènement. Un roi, symbole d'unification, qui régna sur Syr'Naé durant 800 années gadariennes. Issu de la dynastie massacrée des Bagahald, il est Aquilon ! Suivez le, si vous l'osez, aux travers des tumultes de son épopée...
BD000498	LA VILLE JAUNE - T1	11.88	12.5	BARBUCCI / CANEPA		SKY DOLL	SOLEIL PRODUCTIONS	HACHETTE	5303599	9782845650176	
